Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Weekend,Peak Hour
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,42.47,17.18,1020.46,1,20.15,0,0
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,0,0
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,41.88,17.18,1020.46,1,20.15,0,1
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,0,1
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,0,1
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,41.88,17.18,1020.46,1,20.15,1,0
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,42.47,17.18,1020.46,1,20.15,1,0
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,1,0
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,41.88,17.18,1020.46,1,20.15,1,1
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,1,1
Bukit Timah,Hillcrest,1.33315732448,103.808229456,ALEXANDRA HOSPITAL,1.286829,103.802524,43.17,22.5,1358.7,0,20.67,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,30.7,23.65,1578.58,0,7.05,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,32.42,23.65,1578.58,0,8.77,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,30.7,23.65,1578.58,0,7.05,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,32.42,23.65,1578.58,0,8.77,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,30.7,23.65,1578.58,0,7.05,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,32.42,23.65,1578.58,0,8.77,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,30.7,23.65,1578.58,0,7.05,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,CLEMENTI POLYCLINIC,1.312991,103.765878,32.42,23.65,1578.58,0,8.77,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.13,27.03,1822.91,1,10.95,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.32,25.42,1719.45,1,12.17,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.37,27.03,1822.91,1,10.95,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.55,25.42,1719.45,1,12.17,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,41.32,27.03,1822.91,1,10.95,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.13,27.03,1822.91,1,10.95,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.32,25.42,1719.45,1,12.17,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.37,27.03,1822.91,1,10.95,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.55,25.42,1719.45,1,12.17,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,41.32,27.03,1822.91,1,10.95,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,41.22,24.63,1641.04,1,14.32,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.55,26.08,1743.02,1,15.78,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,45.08,23.95,1608.64,0,21.13,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,41.22,24.63,1641.04,1,14.32,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.78,24.63,1641.04,1,14.33,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,45.08,23.95,1608.64,0,21.13,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,41.22,24.63,1641.04,1,14.32,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.55,26.08,1743.02,1,15.78,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,45.08,23.95,1608.64,0,21.13,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,41.22,24.63,1641.04,1,14.32,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.78,24.63,1641.04,1,14.33,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,QUEENSTOWN POLYCLINIC,1.298751,103.801618,45.08,23.95,1608.64,0,21.13,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,45.17,29.75,1983.8,1,12.18,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,45.9,28.77,1915.07,1,14.9,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.05,26.67,1770.03,1,24.12,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.12,28.77,1915.07,1,14.9,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.92,28.77,1915.07,1,13.17,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,47.03,25.53,1734.1,1,18.2,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,45.17,29.75,1983.8,1,12.18,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,45.9,28.77,1915.07,1,14.9,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.05,26.67,1770.03,1,24.12,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.12,28.77,1915.07,1,14.9,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,46.92,28.77,1915.07,1,13.17,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,47.03,25.53,1734.1,1,18.2,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,49.17,25.83,1702.89,1,20.65,0,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,48.07,25.83,1702.89,1,19.43,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,53.23,32.05,2137.5,0,21.18,0,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,49.17,25.83,1702.89,1,20.65,1,0
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.77,25.83,1702.89,0,19.93,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,48.07,25.83,1702.89,1,19.43,1,1
Bukit Timah,Holland Road,1.32705245172,103.783763473,BUKIT BATOK POLYCLINIC,1.352161,103.748974,53.23,32.05,2137.5,0,21.18,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,27.4,21.58,1401.81,0,5.82,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,28.12,20.35,1302.01,0,7.77,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,26.23,20.9,1369.41,0,5.33,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,28.12,20.35,1302.01,0,7.77,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,27.4,21.58,1401.81,0,5.82,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,28.12,20.35,1302.01,0,7.77,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,26.23,20.9,1369.41,0,5.33,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,QUEENSTOWN POLYCLINIC,1.298751,103.801618,28.12,20.35,1302.01,0,7.77,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,21.93,17.55,1150.37,0,4.38,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,21.93,17.55,1150.37,0,4.38,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,21.93,17.55,1150.37,0,4.38,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,21.93,17.55,1150.37,0,4.38,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,29.65,17.98,1185.55,0,11.67,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,33.63,17.98,1185.55,1,11.15,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,37.15,16.75,1085.75,0,20.4,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,33.68,17.98,1185.55,1,11.15,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,34.95,23.3,1523.79,0,11.65,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,35.83,17.05,1069.67,2,12.62,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,29.65,17.98,1185.55,0,11.67,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,33.63,17.98,1185.55,1,11.15,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,37.15,16.75,1085.75,0,20.4,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,33.68,17.98,1185.55,1,11.15,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,34.95,23.3,1523.79,0,11.65,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,ALEXANDRA HOSPITAL,1.286829,103.802524,35.83,17.05,1069.67,2,12.62,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,29.68,21.48,1379.58,1,5.8,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,32.07,18.47,1163.19,0,13.6,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,36.63,18.22,1167.39,1,14.07,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,29.68,21.48,1379.58,1,5.8,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,34.52,18.22,1167.39,0,16.3,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,35.0,17.95,1112.92,1,11.9,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,29.68,21.48,1379.58,1,5.8,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,32.07,18.47,1163.19,0,13.6,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,36.63,18.22,1167.39,1,14.07,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,29.68,21.48,1379.58,1,5.8,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,34.52,18.22,1167.39,0,16.3,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,CLEMENTI POLYCLINIC,1.312991,103.765878,35.0,17.95,1112.92,1,11.9,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,33.27,16.5,1086.27,0,16.77,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,35.87,15.27,986.47,1,18.22,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,35.95,15.57,970.39,1,18.23,0,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,36.17,16.5,1086.27,1,16.27,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,36.55,15.13,964.51,1,18.92,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,38.95,22.92,1462.71,0,16.03,0,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,33.27,16.5,1086.27,0,16.77,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,35.87,15.27,986.47,1,18.22,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,35.95,15.57,970.39,1,18.23,1,0
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,36.17,16.5,1086.27,1,16.27,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,36.55,15.13,964.51,1,18.92,1,1
Bukit Timah,Leedon Park,1.316954472,103.796907172,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,38.95,22.92,1462.71,0,16.03,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,40.23,21.75,1400.18,0,18.48,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,43.78,21.42,1389.21,1,19.2,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,41.12,21.42,1389.21,0,19.7,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,43.98,21.42,1389.21,1,19.2,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,44.73,21.18,1377.06,1,18.95,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,40.23,21.75,1400.18,0,18.48,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,43.78,21.42,1389.21,1,19.2,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,41.12,21.42,1389.21,0,19.7,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,43.98,21.42,1389.21,1,19.2,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,CLEMENTI POLYCLINIC,1.312991,103.765878,44.73,21.18,1377.06,1,18.95,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.17,21.65,1406.75,1,20.38,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.22,22.33,1439.15,0,21.88,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.22,22.33,1439.15,0,21.88,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.17,21.65,1406.75,1,20.38,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.22,22.33,1439.15,0,21.88,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,42.55,21.65,1406.75,0,20.9,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,QUEENSTOWN POLYCLINIC,1.298751,103.801618,44.22,22.33,1439.15,0,21.88,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.0,20.98,1380.72,1,21.62,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,41.25,21.32,1391.69,0,19.93,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.48,21.32,1391.69,2,18.95,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.0,20.98,1380.72,1,21.62,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,41.25,21.32,1391.69,0,19.93,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,42.13,20.98,1380.72,0,21.15,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,BUKIT BATOK POLYCLINIC,1.352161,103.748974,45.48,21.32,1391.69,2,18.95,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,44.77,21.77,1430.41,1,19.38,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,45.7,21.77,1430.41,1,19.38,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,46.6,23.12,1517.56,1,19.22,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,43.83,21.77,1430.41,1,19.38,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,45.83,26.1,1709.06,2,13.5,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,47.25,23.12,1517.56,1,19.22,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,44.77,21.77,1430.41,1,19.38,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,45.7,21.77,1430.41,1,19.38,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,46.6,23.12,1517.56,1,19.22,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,43.83,21.77,1430.41,1,19.38,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,45.83,26.1,1709.06,2,13.5,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,47.25,23.12,1517.56,1,19.22,1,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.7,29.58,1926.71,1,21.65,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.73,26.87,1736.67,1,24.62,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,56.23,28.68,1896.83,1,23.5,0,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.43,28.68,1896.83,1,23.5,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,55.63,26.5,1719.33,1,25.88,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,57.73,24.37,1568.14,1,31.18,0,1
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.7,29.58,1926.71,1,21.65,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.73,26.87,1736.67,1,24.62,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,56.23,28.68,1896.83,1,23.5,1,0
Bukit Timah,Swiss Club,1.34063686622,103.79231074,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,54.43,28.68,1896.83,1,23.5,1,1
