"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Duration..min.","WalkTime..min.","WalkDistance..m.","Transfers","TransitTime..min.","Heuristic.Distance..km.","Weekend","Peak.Hour"
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,37.45,8.95,603.85,1,23.93,4.82980096177524,0,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,42.92,10.95,723.92,2,25.57,4.82980096177524,0,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,35.55,10.12,660.57,2,18.85,4.82980096177524,0,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,36.45,8.95,603.85,1,23.93,4.82980096177524,0,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,33.23,17.5,1176.03,0,15.73,4.82980096177524,1,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,37.45,8.95,603.85,1,23.93,4.82980096177524,1,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,42.92,10.95,723.92,2,25.57,4.82980096177524,1,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,35.55,10.12,660.57,2,18.85,4.82980096177524,1,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,36.45,8.95,603.85,1,23.93,4.82980096177524,1,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,47.27,16.03,1067.31,1,26.75,5.97225383117505,0,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,49.7,8.98,585.01,2,32.65,5.97225383117505,0,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,45.5,9.72,634.11,2,29.55,5.97225383117505,0,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,45.5,16.03,1067.31,1,26.75,5.97225383117505,0,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,46.03,11.4,744.87,2,27.72,5.97225383117505,0,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,47.27,16.03,1067.31,1,26.75,5.97225383117505,1,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,49.7,8.98,585.01,2,32.65,5.97225383117505,1,0
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,45.5,9.72,634.11,2,29.55,5.97225383117505,1,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,45.5,16.03,1067.31,1,26.75,5.97225383117505,1,1
"Punggol","Waterway East",1.401244981,103.9147591,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,46.03,11.4,744.87,2,27.72,5.97225383117505,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,11.38,9.2,561.12,0,2.18,0.715511289685542,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,12.55,9.88,593.52,0,2.67,0.715511289685542,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,13.47,12.75,790.39,0,0.72,0.715511289685542,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,13.72,12.27,781.99,0,1.45,0.715511289685542,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,11.38,9.2,561.12,0,2.18,0.715511289685542,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,12.55,9.88,593.52,0,2.67,0.715511289685542,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,13.47,12.75,790.39,0,0.72,0.715511289685542,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,13.72,12.27,781.99,0,1.45,0.715511289685542,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.58,6.08,368.8,0,8.5,2.03595017910481,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.78,6.28,377.26,0,8.5,2.03595017910481,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,15.38,5.67,330.24,0,9.72,2.03595017910481,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.78,6.28,377.26,0,8.5,2.03595017910481,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,15.38,5.67,330.24,0,9.72,2.03595017910481,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,17.1,9.35,598.13,0,7.75,2.03595017910481,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.58,6.08,368.8,0,8.5,2.03595017910481,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.78,6.28,377.26,0,8.5,2.03595017910481,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,15.38,5.67,330.24,0,9.72,2.03595017910481,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,14.78,6.28,377.26,0,8.5,2.03595017910481,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,15.38,5.67,330.24,0,9.72,2.03595017910481,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"ALEXANDRA HOSPITAL",1.286829,103.802524,17.1,9.35,598.13,0,7.75,2.03595017910481,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.13,14.42,922.91,1,4.13,2.25632503236835,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,23.75,9.42,597.31,1,11.87,2.25632503236835,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,24.83,12.27,791.96,1,8.48,2.25632503236835,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.3,14.42,922.91,1,4.13,2.25632503236835,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,24.4,9.42,597.31,1,11.87,2.25632503236835,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,25.47,9.42,597.31,1,11.87,2.25632503236835,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.13,14.42,922.91,1,4.13,2.25632503236835,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,23.75,9.42,597.31,1,11.87,2.25632503236835,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,24.83,12.27,791.96,1,8.48,2.25632503236835,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.3,14.42,922.91,1,4.13,2.25632503236835,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,24.4,9.42,597.31,1,11.87,2.25632503236835,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,25.47,9.42,597.31,1,11.87,2.25632503236835,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,18.42,4.8,277.98,0,13.62,3.03829590498367,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,18.42,4.8,277.98,0,13.62,3.03829590498367,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,20.02,4.6,269.52,1,13.37,3.03829590498367,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,58.42,58.42,3788.75,0,0,3.03829590498367,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,18.42,4.8,277.98,0,13.62,3.03829590498367,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,18.42,4.8,277.98,0,13.62,3.03829590498367,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,20.02,4.6,269.52,1,13.37,3.03829590498367,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,20.02,4.8,277.98,1,13.12,3.03829590498367,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,20.75,7.87,498.85,0,12.88,3.03829590498367,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,24.1,11.22,654.42,0,12.88,3.03829590498367,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,65.25,65.25,4386.1,0,0,3.88442050692425,0,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,20.53,13.98,883.04,0,6.55,3.88442050692425,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,24.12,10.48,618.56,1,8.25,3.88442050692425,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,24.18,7.18,420.51,0,17,3.88442050692425,0,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,20.53,13.98,883.04,0,6.55,3.88442050692425,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,21.28,10.9,657.12,1,7.03,3.88442050692425,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.83,10.48,618.56,1,8.25,3.88442050692425,1,0
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,20.53,13.98,883.04,0,6.55,3.88442050692425,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,24.12,10.48,618.56,1,8.25,3.88442050692425,1,1
"Queenstown","Commonwealth",1.304947164,103.7998816,"CLEMENTI POLYCLINIC",1.312991,103.765878,24.18,7.18,420.51,0,17,3.88442050692425,1,1
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,0,0
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,23.73,21.8,1414.59,0,1.93,1.14677114355769,0,0
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,0,1
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,0,1
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,1,0
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,23.73,21.8,1414.59,0,1.93,1.14677114355769,1,0
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,1,1
"Queenstown","Dover",1.303866586,103.7795454,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,22.68,17.82,1187.37,0,4.87,1.14677114355769,1,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,16.93,7.95,527.09,0,8.98,1.82696802289065,0,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,0,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,0,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,16.93,7.95,527.09,0,8.98,1.82696802289065,0,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.25,13.23,868.03,0,6.02,1.82696802289065,0,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,0,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,16.93,7.95,527.09,0,8.98,1.82696802289065,1,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,1,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,1,0
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,16.93,7.95,527.09,0,8.98,1.82696802289065,1,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.25,13.23,868.03,0,6.02,1.82696802289065,1,1
"Queenstown","Dover",1.303866586,103.7795454,"CLEMENTI POLYCLINIC",1.312991,103.765878,22.77,15.48,981.74,0,7.28,1.82696802289065,1,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,21.78,10.12,639.63,0,11.67,2.51879855371395,0,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,23.4,10.12,639.63,1,11.17,2.51879855371395,0,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,26.72,17.97,1198.83,0,8.75,2.51879855371395,0,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,21.78,10.12,639.63,0,11.67,2.51879855371395,0,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,23.4,10.12,639.63,1,11.17,2.51879855371395,0,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,26.72,17.97,1198.83,0,8.75,2.51879855371395,0,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,21.78,10.12,639.63,0,11.67,2.51879855371395,1,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,23.4,10.12,639.63,1,11.17,2.51879855371395,1,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,26.72,17.97,1198.83,0,8.75,2.51879855371395,1,0
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,21.78,10.12,639.63,0,11.67,2.51879855371395,1,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,23.4,10.12,639.63,1,11.17,2.51879855371395,1,1
"Queenstown","Dover",1.303866586,103.7795454,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,26.72,17.97,1198.83,0,8.75,2.51879855371395,1,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,25.32,12.72,822.26,0,12.6,3.18030233488654,0,0
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,30.5,12.52,794.01,0,17.98,3.18030233488654,0,0
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,25.32,12.72,822.26,0,12.6,3.18030233488654,0,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,26.8,7.2,455.77,1,17.48,3.18030233488654,0,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,28.38,7.2,455.77,1,17.23,3.18030233488654,0,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,25.32,12.72,822.26,0,12.6,3.18030233488654,1,0
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,30.5,12.52,794.01,0,17.98,3.18030233488654,1,0
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,25.32,12.72,822.26,0,12.6,3.18030233488654,1,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,26.8,7.2,455.77,1,17.48,3.18030233488654,1,1
"Queenstown","Dover",1.303866586,103.7795454,"ALEXANDRA HOSPITAL",1.286829,103.802524,28.38,7.2,455.77,1,17.23,3.18030233488654,1,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,28.82,5.72,356.49,0,23.1,4.76919606679223,0,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,29.6,5.72,356.49,1,17.22,4.76919606679223,0,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,34.25,8,511.01,2,20.82,4.76919606679223,0,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,25.6,5.72,356.49,1,17.22,4.76919606679223,0,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.12,5.72,356.49,1,17.22,4.76919606679223,0,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,28.82,5.72,356.49,0,23.1,4.76919606679223,0,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,28.82,5.72,356.49,0,23.1,4.76919606679223,1,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,29.6,5.72,356.49,1,17.22,4.76919606679223,1,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,34.25,8,511.01,2,20.82,4.76919606679223,1,0
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,25.6,5.72,356.49,1,17.22,4.76919606679223,1,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.12,5.72,356.49,1,17.22,4.76919606679223,1,1
"Queenstown","Dover",1.303866586,103.7795454,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,28.82,5.72,356.49,0,23.1,4.76919606679223,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,18.9,16.23,1018.53,0,2.67,1.94630401945655,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.13,13.13,855.19,0,8,1.94630401945655,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,18.9,16.23,1018.53,0,2.67,1.94630401945655,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.13,13.13,855.19,0,8,1.94630401945655,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,18.9,16.23,1018.53,0,2.67,1.94630401945655,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.13,13.13,855.19,0,8,1.94630401945655,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,18.9,16.23,1018.53,0,2.67,1.94630401945655,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,21.13,13.13,855.19,0,8,1.94630401945655,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,16.42,10.35,637.52,0,6.07,2.07313294232075,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,17.7,10.9,687.54,0,6.8,2.07313294232075,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,18.87,11.58,719.94,0,7.28,2.07313294232075,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,16.42,10.35,637.52,0,6.07,2.07313294232075,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,17.7,10.9,687.54,0,6.8,2.07313294232075,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,18.87,11.58,719.94,0,7.28,2.07313294232075,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,16.42,10.35,637.52,0,6.07,2.07313294232075,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,17.7,10.9,687.54,0,6.8,2.07313294232075,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,18.87,11.58,719.94,0,7.28,2.07313294232075,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,16.42,10.35,637.52,0,6.07,2.07313294232075,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,17.7,10.9,687.54,0,6.8,2.07313294232075,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,18.87,11.58,719.94,0,7.28,2.07313294232075,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,0,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"CLEMENTI POLYCLINIC",1.312991,103.765878,19.42,10.43,631.52,0,8.98,2.41305427241208,1,1
"Queenstown","Ghim Moh",1.310915458,103.7874853,"ALEXANDRA HOSPITAL",1.286829,103.802524,21.1,7.98,503.68,0,13.12,3.15723841636266,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"ALEXANDRA HOSPITAL",1.286829,103.802524,21.28,7.43,453.66,1,11.65,3.15723841636266,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"ALEXANDRA HOSPITAL",1.286829,103.802524,22.9,3.48,213.68,1,15.78,3.15723841636266,0,0
"Queenstown","Ghim Moh",1.310915458,103.7874853,"ALEXANDRA HOSPITAL",1.286829,103.802524,21.1,7.98,503.68,0,13.12,3.15723841636266,0,1
